news_24	SCOTUS Sides With Biden Over Trump's 'Remain In Mexico' Policy	The Supreme Court ruled that the Biden administration can skirt congressional requirements for border policy and end a Trump-era policy.	[{'SurfaceForms': 'SCOTUS', 'WikidataId': 'https://www.wikidata.org/wiki/Q750174'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}, {'SurfaceForms': 'Mexico', 'WikidataId': 'https://www.wikidata.org/wiki/Q96'}]	[{'SurfaceForms': 'Supreme Court', 'WikidataId': 'https://www.wikidata.org/wiki/Q11201'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Trump-', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}]	asylum_mexico_court_policy	Neutral	right
news_25	Humanitarian Crisis At The Border Is Worsening But Biden Doesn't Care	U.S. Customs and Border Protection logged approximately 153,941 migrant encounters along the Southern U.S. border last month.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'U.S. Customs and Border Protection', 'WikidataId': 'https://www.wikidata.org/wiki/Q368804'}, {'SurfaceForms': 'Southern U.S.', 'WikidataId': 'https://www.wikidata.org/wiki/Q49042'}]	border_migrants_cbp_number	Negative	right
news_31	Guatemala President Blames Biden For Border Crisis, Kamala Harris Deflects, Blaming Climate Change	Giammattei argues the Biden administration's immigration policies are to blame for the unprecedented rise in illegal U.S.-Mexico border crossings.	[{'SurfaceForms': 'Guatemala', 'WikidataId': 'https://www.wikidata.org/wiki/Q774'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Kamala Harris', 'WikidataId': 'https://www.wikidata.org/wiki/Q10853588'}]	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	border_said_biden_president	Negative	right
news_35	DeSantis Blocks Biden Admin's International Child-Trafficking Scheme In Florida	For some Catholic leaders, Biden's open border and trafficking of children is a lucrative business that awards them millions in federal cash.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Florida', 'WikidataId': 'https://www.wikidata.org/wiki/Q812'}]	[{'SurfaceForms': 'Catholic', 'WikidataId': 'https://www.wikidata.org/wiki/Q9592'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	border_said_biden_president	Negative	right
news_37	Kamala Called Migrant Camps An 'Abuse' Until She Took Charge	When Harris ran in the Democrat primary for the 2020 presidential election, she took a hardline against the 'kids in cages at the border' narrative.	[{'SurfaceForms': 'Kamala', 'WikidataId': 'https://www.wikidata.org/wiki/Q983418'}]	[{'SurfaceForms': 'Democrat', 'WikidataId': 'https://www.wikidata.org/wiki/Q29552'}]	harris_border_president_vice	Negative	right
news_40	Biden's Open Border Policies Are Deadly	A Texas National Guard soldier tragically drowned in the Rio Grande River this week while trying to rescue illegal immigrants from the water.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Rio Grande River', 'WikidataId': 'https://www.wikidata.org/wiki/Q160636'}]	border_agents_migrants_patrol	Negative	right
news_44	More Than 221K Migrants Caught Illegally Crossing U.S. Border In March	In March alone, border officials apprehended 221,303 illegal border-crossers, the highest number in 22 years.	[{'SurfaceForms': 'U.S', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]		border_migrants_cbp_number	Neutral	right
news_47	Debunking Biden's SOTU Border Baloney Line By Line	Does President Joe Biden really believe Americans will buy his lies about the southern border? C'mon, man!	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'American', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]	border_said_biden_president	Negative	right
news_48	Biden Weakens Border As Illegal Crossings, Cartel Unrest Grows	Since Biden assumed office, the rate of Title 42 expulsions has rapidly declined while monthly crossings have dramatically increased.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Title 42', 'WikidataId': 'https://www.wikidata.org/wiki/Q7810086'}]	border_said_biden_president	Negative	right
news_52	Biden's Border Circus Surpassed 2 Million Arrests In 2021 -- And He's Going For A Second Record-Breaking Year	Just because the corporate media and White House are ignoring President Joe Biden's border circus doesn't mean the crisis has disappeared.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'White House', 'WikidataId': 'https://www.wikidata.org/wiki/Q35525'}, {'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	border_said_biden_president	Negative	right
news_54	23 Suspected Terrorists Were Stopped On The Southern Border In 2021	In August, retiring U.S. Border Patrol Chief Rodney Scott warned that known or suspected terrorists were entering the United States.		[{'SurfaceForms': 'U.S. Border Patrol', 'WikidataId': 'https://www.wikidata.org/wiki/Q187954'}, {'SurfaceForms': 'Rodney Scott', 'WikidataId': 'https://www.wikidata.org/wiki/Q7357063'}, {'SurfaceForms': 'United States', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]	border_said_biden_president	Negative	right
news_58	Australia Admits Letting Djokovic Stay Would've Undermined Police State	Australian officials admitted the decision to deport Djokovic was based on fears that letting him stay would've damaged their police powers.	[{'SurfaceForms': 'Australia', 'WikidataId': 'https://www.wikidata.org/wiki/Q408'}, {'SurfaceForms': 'Djokovic', 'WikidataId': 'https://www.wikidata.org/wiki/Q5812'}]	[{'SurfaceForms': 'Australian', 'WikidataId': 'https://www.wikidata.org/wiki/Q1318423'}, {'SurfaceForms': 'Djokovic', 'WikidataId': 'https://www.wikidata.org/wiki/Q5812'}]	djokovic_australian_australia_tennis	Negative	right
news_61	If Biden Cared About Border Security, ICE Would Arrest More Illegals	ICE arrested and deported fewer people in the 2021 fiscal year than in prior years due to Biden's increasingly lax border security policies.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'ICE', 'WikidataId': 'https://www.wikidata.org/wiki/Q1647715'}]	[{'SurfaceForms': 'ICE', 'WikidataId': 'https://www.wikidata.org/wiki/Q1647715'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	ice_aliens_enforcement_illegal	Negative	right
news_63	May Yielded Highest Number Of Border Arrests Ever Recorded	Nearly 240,000 illegal immigrants were arrested trying to cross the U.S.-Mexico border in May, the highest number of border apprehensions ever recorded.			border_migrants_cbp_number	Neutral	right
news_66	Kamala Harris Laughs When Asked If She Plans To Tour Southern Border	Vice President Kamala Harris laughed when asked Monday whether she had any plans to visit the southern U.S.-Mexico border being overwhelmed.	[{'SurfaceForms': 'Kamala Harris', 'WikidataId': 'https://www.wikidata.org/wiki/Q10853588'}]	[{'SurfaceForms': 'Kamala Harris', 'WikidataId': 'https://www.wikidata.org/wiki/Q10853588'}]	border_said_biden_president	Negative	right
news_68	Democratic Rep. Blasts Federal Government For Leaving Border Patrol Agents In The Dust Amid Border Crisis	Texas Democratic Rep. Henry Cuellar blasted the federal government for making border patrol agents feel betrayed.	[{'SurfaceForms': 'Democratic Rep', 'WikidataId': 'https://www.wikidata.org/wiki/Q29552'}]	[{'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}, {'SurfaceForms': 'Democratic', 'WikidataId': 'https://www.wikidata.org/wiki/Q29552'}, {'SurfaceForms': 'Henry Cuellar', 'WikidataId': 'https://www.wikidata.org/wiki/Q539562'}]	border_said_biden_president	Negative	right
news_69	Illegal Immigrants Break Into Texas Home, Steal Guns, Ammo And Food	A group of illegal immigrants allegedly broke into a Texas ranch home Tuesday and stole a cache of guns, ammunition, and food, CBP announced.	[{'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}]	[{'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}, {'SurfaceForms': 'CBP', 'WikidataId': 'https://www.wikidata.org/wiki/Q368804'}]	border_said_biden_president	Negative	right
news_70	ICE Officials Made The Lowest Number Of Arrests In At Least A Decade: REPORT	Immigration and Customs Enforcement officials made the lowest number of arrests in the fiscal year 2021 in at least a decade.	[{'SurfaceForms': 'ICE', 'WikidataId': 'https://www.wikidata.org/wiki/Q1647715'}]	[{'SurfaceForms': 'Immigration and Customs Enforcement', 'WikidataId': 'https://www.wikidata.org/wiki/Q943091'}]	ice_aliens_enforcement_illegal	Neutral	right
news_72	EXCLUSIVE: ‘It’s Not Fair To Us, The Taxpayers’: Del Rio Residents Blast Biden On Handling Of The Border Crisis	The small town of Del Rio in south Texas felt the direct impact of the 15,000 Haitian migrant caravan living under the international bridge in late September.	[{'SurfaceForms': 'Del Rio', 'WikidataId': 'https://www.wikidata.org/wiki/Q970792'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Del Rio', 'WikidataId': 'https://www.wikidata.org/wiki/Q970792'}, {'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}, {'SurfaceForms': 'Haitian', 'WikidataId': 'https://www.wikidata.org/wiki/Q4131845'}]	border_said_biden_president	Negative	right
news_73	Special Envoy For Haiti Resigns Over Biden’s ‘Inhumane, Counterproductive Decision To Deport’ Haitians	Amb. Daniel Foote, the Special Envoy for Haiti, resigned over President Biden&amp;#039;s &amp;quot;inhumane, counterproductive decision to deport thousands of Haitian refugees.&amp;quot;	[{'SurfaceForms': 'Haiti', 'WikidataId': 'https://www.wikidata.org/wiki/Q790'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Hai', 'WikidataId': 'https://www.wikidata.org/wiki/Q790'}]	[{'SurfaceForms': 'Haiti', 'WikidataId': 'https://www.wikidata.org/wiki/Q790'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Haitian', 'WikidataId': 'https://www.wikidata.org/wiki/Q4131845'}]	rio_del_del rio_migrants	Negative	right
news_74	Gov. Abbott Approves Using State Vehicles As ‘Steel Barrier’ To Stop Surge In Border Crossings	Texas Governor Greg Abbott said the state will be parking state vehicles along the border to create a &amp;quot;steel barrier.&amp;quot;	[{'SurfaceForms': 'Abbott', 'WikidataId': 'https://www.wikidata.org/wiki/Q348577'}]	[{'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}, {'SurfaceForms': 'Greg Abbott', 'WikidataId': 'https://www.wikidata.org/wiki/Q5605224'}]	border_said_biden_president	Neutral	right
news_75	56 House Republicans Call On Biden To Fire Harris From Border Crisis Role	Fifty-six House Republicans are urging President Joe Biden Thursday to remove Vice President Kamala Harris from her role in handling the border crisis.	[{'SurfaceForms': 'House', 'WikidataId': 'https://www.wikidata.org/wiki/Q11701'}, {'SurfaceForms': 'Republican', 'WikidataId': 'https://www.wikidata.org/wiki/Q29468'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'House', 'WikidataId': 'https://www.wikidata.org/wiki/Q11701'}, {'SurfaceForms': 'Republican', 'WikidataId': 'https://www.wikidata.org/wiki/Q29468'}, {'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Kamala Harris', 'WikidataId': 'https://www.wikidata.org/wiki/Q10853588'}]	border_said_biden_president	Negative	right
news_76	EXCLUSIVE: Guatemalan President Says Biden‘s Border ‘Confusion’ Is Encouraging Smugglers To Exploit Children	Guatemalan President Alejandro Giammettei spoke with the Daily Caller News Foundation in a sit down interview Monday.	[{'SurfaceForms': 'Guatemala', 'WikidataId': 'https://www.wikidata.org/wiki/Q774'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Guatemala', 'WikidataId': 'https://www.wikidata.org/wiki/Q774'}, {'SurfaceForms': 'Daily Caller News Foundation', 'WikidataId': 'https://www.wikidata.org/wiki/Q7728625'}]	border_said_biden_president	Negative	right
news_77	‘Sanctuary State’ Governor Faces Backlash From Pro-Illegal Immigration Groups Over COVID-19 Relief Benefits	Pro-immigration groups are increasingly upset that New Jersey Gov. Phil Murphy has expressed skepticism over giving illegal immigrants COVID-19 relief benefits.		[{'SurfaceForms': 'New Jersey', 'WikidataId': 'https://www.wikidata.org/wiki/Q1408'}, {'SurfaceForms': 'Phil Murphy', 'WikidataId': 'https://www.wikidata.org/wiki/Q260042'}]	border_said_biden_president	Negative	right
news_79	Video Appears To Show Border Agents On Horseback Herding Haitian Migrants	Border Patrol agents on horseback appeared to herd Haitian migrants attempting to enter the U.S. near Del Rio, Texas, from Ciudad Acuña, Mexico.	[{'SurfaceForms': 'Haitian', 'WikidataId': 'https://www.wikidata.org/wiki/Q4131845'}]	[{'SurfaceForms': 'Border Patrol', 'WikidataId': 'https://www.wikidata.org/wiki/Q187954'}, {'SurfaceForms': 'Haitian', 'WikidataId': 'https://www.wikidata.org/wiki/Q4131845'}, {'SurfaceForms': 'U.S.', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}, {'SurfaceForms': 'Del Rio', 'WikidataId': 'https://www.wikidata.org/wiki/Q970792'}, {'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}, {'SurfaceForms': 'Ciudad Acuña', 'WikidataId': 'https://www.wikidata.org/wiki/Q179841'}, {'SurfaceForms': 'Mexico', 'WikidataId': 'https://www.wikidata.org/wiki/Q96'}]	agents_patrol_border patrol_border	Negative	right
news_80	Immigration Attorneys Refuse To Be ‘Complicit’ In Biden’s Restarted Trump-Era Migrant Removal Program	Immigration attorneys are refusing to participate in former President Donald Trump&amp;#039;s Migrant Protection Protocols reinstated by the Biden administration.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Trump-Era', 'WikidataId': 'https://www.wikidata.org/wiki/Q27809653'}]	[{'SurfaceForms': 'Donald Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}, {'SurfaceForms': 'Migrant Protection Protocols', 'WikidataId': 'https://www.wikidata.org/wiki/Q28543928'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	asylum_mexico_court_policy	Negative	right
news_83	Biden: Afghan Refugees ‘Are All Over The Country. I’m Sure I Will Be Seeing Some Of Them’	A White House reporter asked President Joe Biden Wednesday if he had any plans to visit the Afghan refugees arriving in the U.S.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Afghan', 'WikidataId': 'https://www.wikidata.org/wiki/Q889'}]	[{'SurfaceForms': 'White House', 'WikidataId': 'https://www.wikidata.org/wiki/Q35525'}, {'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Afghan', 'WikidataId': 'https://www.wikidata.org/wiki/Q889'}, {'SurfaceForms': 'U.S', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]	afghanistan_afghans_afghan_taliban	Neutral	right
news_84	Daily Caller Field Reporter Tells Fox News Migrants Are Being Released ‘In Record Numbers’	Daily Caller reporter Jorge Ventura joined Fox News Primetime live from the border to report on the chaotic scene unfolding in Del Rio, Texas.	[{'SurfaceForms': 'Daily Caller', 'WikidataId': 'https://www.wikidata.org/wiki/Q7728625'}, {'SurfaceForms': 'Fox News', 'WikidataId': 'https://www.wikidata.org/wiki/Q186068'}]	[{'SurfaceForms': 'Daily Caller', 'WikidataId': 'https://www.wikidata.org/wiki/Q7728625'}, {'SurfaceForms': 'Fox News', 'WikidataId': 'https://www.wikidata.org/wiki/Q186068'}, {'SurfaceForms': 'Del Rio', 'WikidataId': 'https://www.wikidata.org/wiki/Q970792'}, {'SurfaceForms': 'Texas', 'WikidataId': 'https://www.wikidata.org/wiki/Q1439'}]	rio_del_del rio_migrants	Neutral	right
news_88	Hundreds of Mexican Children Were Deported While The Biden Admin Finds Sponsors For Others	The Biden admin deported hundreds of unaccompanied minors from Mexico while taking children from Central America into custody and matching them with sponsors	[{'SurfaceForms': 'Mexican', 'WikidataId': 'https://www.wikidata.org/wiki/Q1209676'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Mexico', 'WikidataId': 'https://www.wikidata.org/wiki/Q96'}, {'SurfaceForms': 'Central America', 'WikidataId': 'https://www.wikidata.org/wiki/Q27611'}]	border_said_biden_president	Negative	right
news_89	Biden Admin Launches Ukrainian Refugee Sponsorship Program	President Joe Biden&amp;#039;s administration announced on Thursday a new sponsorship program aimed at helping Ukrainian refugees enter the U.S.	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Ukrainian', 'WikidataId': 'https://www.wikidata.org/wiki/Q44806'}, {'SurfaceForms': 'U.S', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]	ukraine_russian_said_ukrainian	Neutral	right
news_91	Illegal Immigrants Repeatedly Denied COVID-19 Vaccine In Florida: Report	Undocumented immigrants in Florida are routinely denied access to the COVID-19 vaccine.	[{'SurfaceForms': 'Florida', 'WikidataId': 'https://www.wikidata.org/wiki/Q812'}]	[{'SurfaceForms': 'Florida', 'WikidataId': 'https://www.wikidata.org/wiki/Q812'}]	new_vaccine_said_health	Negative	right
news_92	Three People Arrested In Connection To 50+ Deaths In Smuggling Tragedy	Authorities have arrested three men in connection to the deaths of 51 migrants packed into a tractor trailer in the San Antonio area.		[{'SurfaceForms': 'San Antonio', 'WikidataId': 'https://www.wikidata.org/wiki/Q975'}]	border_said_biden_president	Negative	right
news_93	The Biden Admin Is ‘Blatantly Lying’ To The American People About The Border Crisis, Former Trump Officials Say	Former border officials criticized the Biden administration for providing misleading information to the American people about the influx of migrants	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'American', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}, {'SurfaceForms': 'Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}]	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'American', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}]	border_said_biden_president	Negative	right
news_94	Former Trump Official Says He Warned The Biden Administration About The Border Crisis. Now It’s Here	The Biden administration scrambled to find shelter beds for unaccompanied children arriving at the southern border despite warnings of increasing migration	[{'SurfaceForms': 'Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	[{'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	children_border_unaccompanied_hhs	Negative	right
news_95	CNN Reporter Presses Jen Psaki On Why Media Got Access To ‘Aspirational’ Migrant Facility Instead Of ‘Problem’ Ones	CNN&amp;#039;s Jeff Zeleny pressed Jen Psaki over media access being granted to an &amp;quot;aspirational&amp;quot; migrant detention facility, rather than &amp;quot;problem&amp;quot; facilities.	[{'SurfaceForms': 'CNN', 'WikidataId': 'https://www.wikidata.org/wiki/Q48340'}, {'SurfaceForms': 'Jen Psaki', 'WikidataId': 'https://www.wikidata.org/wiki/Q12066523'}]	[{'SurfaceForms': 'CNN', 'WikidataId': 'https://www.wikidata.org/wiki/Q48340'}, {'SurfaceForms': 'Jeff Zeleny', 'WikidataId': 'https://www.wikidata.org/wiki/Q18157171'}, {'SurfaceForms': 'Jen Psaki', 'WikidataId': 'https://www.wikidata.org/wiki/Q12066523'}]	border_said_biden_president	Neutral	right
news_96	Over 200,000 Illegal Migrants Encountered At The Southern Border For The Second Month In A Row	Monthly border encounters with migrants attempting to illegally enter the U.S. decreased for the first time since President Joe Biden took office in August.		[{'SurfaceForms': 'U.S.', 'WikidataId': 'https://www.wikidata.org/wiki/Q30'}, {'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}]	border_migrants_cbp_number	Negative	right
news_98	‘Despicable!’: Sunny Hostin Blames Biden For Continuing Trump’s Border Policies	Sunny Hostin said that President Joe Biden needed to answer for his decision to continue the border policies put in place by former President Donald Trump.	[{'SurfaceForms': 'Sunny Hostin', 'WikidataId': 'https://www.wikidata.org/wiki/Q7640700'}, {'SurfaceForms': 'Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}]	[{'SurfaceForms': 'Sunny Hostin', 'WikidataId': 'https://www.wikidata.org/wiki/Q7640700'}, {'SurfaceForms': 'Joe Biden', 'WikidataId': 'https://www.wikidata.org/wiki/Q6279'}, {'SurfaceForms': 'Donald Trump', 'WikidataId': 'https://www.wikidata.org/wiki/Q22686'}]	border_said_biden_president	Negative	right
